outer_fold,model_id,rank,neighbor_sample_id,neighbor_true_rq_nm,distance,selected_parameters
6095,L1_DINO_kNN,1,6085,2.74203884601593,0.6120737935678844,"{""distance"": ""cosine"", ""gate"": null, ""inner_mae"": 1.495230650948667, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_mean"", ""representation"": ""E1_dino"", ""weights"": ""inverse_distance""}"
6095,L1_DINO_kNN,2,6094,4.0928850173950195,0.7300262661767017,"{""distance"": ""cosine"", ""gate"": null, ""inner_mae"": 1.495230650948667, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_mean"", ""representation"": ""E1_dino"", ""weights"": ""inverse_distance""}"
6095,L1_DINO_kNN,3,6033,2.2941808700561523,0.7304169990168996,"{""distance"": ""cosine"", ""gate"": null, ""inner_mae"": 1.495230650948667, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_mean"", ""representation"": ""E1_dino"", ""weights"": ""inverse_distance""}"
6095,L1_DINO_kNN,4,6081,1.5293935537338257,0.7590735741285286,"{""distance"": ""cosine"", ""gate"": null, ""inner_mae"": 1.495230650948667, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_mean"", ""representation"": ""E1_dino"", ""weights"": ""inverse_distance""}"
6095,L1_DINO_kNN,5,6099,10.296222686767578,0.7692151137512289,"{""distance"": ""cosine"", ""gate"": null, ""inner_mae"": 1.495230650948667, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_mean"", ""representation"": ""E1_dino"", ""weights"": ""inverse_distance""}"
6095,L2_fused_kNN,1,6094,4.0928850173950195,0.7217386566272537,"{""distance"": ""cosine"", ""gate"": null, ""inner_mae"": 1.598566599453524, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_mean"", ""representation"": ""E5_fused"", ""weights"": ""inverse_distance""}"
6095,L2_fused_kNN,2,6090,2.861668348312378,0.725860970790962,"{""distance"": ""cosine"", ""gate"": null, ""inner_mae"": 1.598566599453524, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_mean"", ""representation"": ""E5_fused"", ""weights"": ""inverse_distance""}"
6095,L2_fused_kNN,3,6081,1.5293935537338257,0.7762340306556459,"{""distance"": ""cosine"", ""gate"": null, ""inner_mae"": 1.598566599453524, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_mean"", ""representation"": ""E5_fused"", ""weights"": ""inverse_distance""}"
6095,L2_fused_kNN,4,6085,2.74203884601593,0.842656256988323,"{""distance"": ""cosine"", ""gate"": null, ""inner_mae"": 1.598566599453524, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_mean"", ""representation"": ""E5_fused"", ""weights"": ""inverse_distance""}"
6095,L2_fused_kNN,5,6063,5.810209274291992,0.8462074932104111,"{""distance"": ""cosine"", ""gate"": null, ""inner_mae"": 1.598566599453524, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_mean"", ""representation"": ""E5_fused"", ""weights"": ""inverse_distance""}"
