outer_fold,model_id,rank,neighbor_sample_id,neighbor_true_rq_nm,distance,selected_parameters
6095,L3_regime_gated_kNN,1,6094,4.0928850173950195,0.8449679314371167,"{""distance"": ""cosine"", ""gate"": ""regime_a"", ""inner_mae"": 2.015958070755005, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_median"", ""representation"": ""E5_fused"", ""weights"": ""uniform""}"
6095,L3_regime_gated_kNN,2,6099,10.296222686767578,0.8869453892672374,"{""distance"": ""cosine"", ""gate"": ""regime_a"", ""inner_mae"": 2.015958070755005, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_median"", ""representation"": ""E5_fused"", ""weights"": ""uniform""}"
6095,L3_regime_gated_kNN,3,6063,5.810209274291992,0.9781888608585664,"{""distance"": ""cosine"", ""gate"": ""regime_a"", ""inner_mae"": 2.015958070755005, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_median"", ""representation"": ""E5_fused"", ""weights"": ""uniform""}"
6095,L3_regime_gated_kNN,4,6028,5.783085823059082,1.01158701999005,"{""distance"": ""cosine"", ""gate"": ""regime_a"", ""inner_mae"": 2.015958070755005, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_median"", ""representation"": ""E5_fused"", ""weights"": ""uniform""}"
6095,L3_regime_gated_kNN,5,6047,3.3492701053619385,1.038441643805571,"{""distance"": ""cosine"", ""gate"": ""regime_a"", ""inner_mae"": 2.015958070755005, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_median"", ""representation"": ""E5_fused"", ""weights"": ""uniform""}"
6095,L4_cluster_gated_kNN,1,6090,2.861668348312378,0.6461253869766596,"{""distance"": ""cosine"", ""gate"": ""cluster_b"", ""inner_mae"": 2.022762203758413, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_median"", ""representation"": ""E5_fused"", ""weights"": ""uniform""}"
6095,L4_cluster_gated_kNN,2,6033,2.2941808700561523,0.8540847186381919,"{""distance"": ""cosine"", ""gate"": ""cluster_b"", ""inner_mae"": 2.022762203758413, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_median"", ""representation"": ""E5_fused"", ""weights"": ""uniform""}"
6095,L4_cluster_gated_kNN,3,6056,2.825535535812378,0.8561564403972717,"{""distance"": ""cosine"", ""gate"": ""cluster_b"", ""inner_mae"": 2.022762203758413, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_median"", ""representation"": ""E5_fused"", ""weights"": ""uniform""}"
6095,L4_cluster_gated_kNN,4,6085,2.74203884601593,0.8950619894351759,"{""distance"": ""cosine"", ""gate"": ""cluster_b"", ""inner_mae"": 2.022762203758413, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_median"", ""representation"": ""E5_fused"", ""weights"": ""uniform""}"
6095,L4_cluster_gated_kNN,5,6029,2.434478998184204,1.0877035582999683,"{""distance"": ""cosine"", ""gate"": ""cluster_b"", ""inner_mae"": 2.022762203758413, ""k"": 5, ""pca_dim"": null, ""reducer"": ""weighted_median"", ""representation"": ""E5_fused"", ""weights"": ""uniform""}"
