fold_id,epoch,train_loss,descriptor_mse,descriptor_mae,descriptor_rmse,descriptor_r2,descriptor_spearman,mean_baseline_mse,beats_mean_baseline,prototype_accuracy,prototype_macro_f1,best_checkpoint
original_split,1,1.2388572543859482,1.052808403968811,0.7904340028762817,1.0260645223224567,-0.3114087128455465,-0.059558977111290885,1.0856924057006836,True,0.45454545454545453,0.15625,reports/rheed_shape_bag_model_mvp/20260703_171908/shape_bag_predictor/checkpoints/best.pt
