sample_id,ground_truth_T4_rq_nm,frozen_23_predicted_rq_nm,frozen_23_absolute_error_nm,retrained_25_predicted_rq_nm,retrained_25_absolute_error_nm,absolute_error_change_nm_retrained_minus_frozen
N6342,0.8944640640887295,-2.224452509209445,3.1189165732981747,0.8841938665124895,0.010270197576239926,-3.1086463757219347
N6389,2.3350145688981594,2.2021557842954462,0.13285878460271316,3.775908358020093,1.4408937891219336,1.3080350045192204
N6390,2.2977279175143965,2.5890344421701257,0.29130652465572915,4.271828830190936,1.9741009126765392,1.68279438802081
