row_id,sample_id,candidate_index,score,descriptor_error,realness_penalty,duplicate_penalty,generated_std,generated_min,generated_max,generated_rq,requested_rq,generated_ra,requested_ra,generated_robust_range,requested_robust_range,generated_mean_abs_gradient,requested_mean_abs_gradient,generated_gradient_std,requested_gradient_std,generated_gradient_anisotropy,requested_gradient_anisotropy,generated_psd_low_power,requested_psd_low_power,generated_psd_mid_power,requested_psd_mid_power,generated_psd_high_power,requested_psd_high_power,generated_psd_slope,requested_psd_slope,generated_autocorrelation_length_px,requested_autocorrelation_length_px,generated_island_count,requested_island_count,generated_island_mean_area_px,requested_island_mean_area_px,rank
afmv2_06e9a8457ab9,6058,0,2.1899967351091325,2.1899967351091325,0.0,0.0,0.37087318301200867,-0.9993814826011658,0.9987396001815796,0.37087319668590485,5.841896534,0.29760061147468264,4.556092739,1.6893374836444854,27.66728783,0.12762697440331014,1.131164074,0.0881869930911416,1.006361246,0.029594434320215576,0.1476658583,8.60769085257474,14.50712395,3.400359488814669,9.412350655,0.5894396466747972,5.901864052,-4.263682858827127,-3.952002764,5.0,9.0,47.0,66.0,87.14893617021276,248.2424316,
afmv2_06e9a8457ab9,6058,1,2.150545841044035,2.150545841044035,0.0,0.0,0.37398096919059753,-0.9953116774559021,0.9999172687530518,0.37398095853789326,5.841896534,0.3022526398829375,4.556092739,1.7220595383644104,27.66728783,0.1277852400848678,1.131164074,0.08348759476217979,1.006361246,0.07673678424382267,0.1476658583,8.598359800476175,14.50712395,3.3452680210933,9.412350655,0.6082656313214793,5.901864052,-4.246178816410495,-3.952002764,5.0,9.0,62.0,66.0,66.06451612903226,248.2424316,
afmv2_06e9a8457ab9,6058,2,2.1042823055338262,2.1042823055338262,0.0,0.0,0.38536930084228516,-0.999115526676178,0.9948362112045288,0.3853692985561448,5.841896534,0.3114835496727216,4.556092739,1.7307970297336581,27.66728783,0.1382520915048539,1.131164074,0.09594479921615426,1.006361246,0.09819710749390982,0.1476658583,8.740045953153077,14.50712395,3.385367298618187,9.412350655,0.6793395725993385,5.901864052,-4.18374660525045,-3.952002764,5.0,9.0,54.0,66.0,75.85185185185185,248.2424316,
afmv2_06e9a8457ab9,6058,3,2.1005453560515246,2.1005453560515246,0.0,0.0,0.375369131565094,-0.9978376030921936,0.9868848323822021,0.3753691502201889,5.841896534,0.30061956981100374,4.556092739,1.7165053194761277,27.66728783,0.12773294712108396,1.131164074,0.08474365841362186,1.006361246,0.12441755662998047,0.1476658583,8.5549812515379,14.50712395,3.4630350303769237,9.412350655,0.6197565172171717,5.901864052,-4.177559768850933,-3.952002764,5.0,9.0,52.0,66.0,78.76923076923077,248.2424316,2
afmv2_06e9a8457ab9,6058,4,2.1198789639898132,2.1198789639898132,0.0,0.0,0.3765532076358795,-0.9971426725387573,0.9522823095321655,0.3765532309498431,5.841896534,0.30498645188312923,4.556092739,1.7009363591670992,27.66728783,0.12679063723338885,1.131164074,0.08327803625033404,1.006361246,0.11093833096766209,0.1476658583,8.53067063389784,14.50712395,3.3684755319992066,9.412350655,0.6176085841768776,5.901864052,-4.2016111030466305,-3.952002764,5.0,9.0,62.0,66.0,66.06451612903226,248.2424316,
afmv2_06e9a8457ab9,6058,5,2.1525162131136586,2.1525162131136586,0.0,0.0,0.3993664085865021,-0.9953669905662537,0.9723380208015442,0.39936639514736966,5.841896534,0.32472518329315136,4.556092739,1.7340019208192825,27.66728783,0.1306380876920538,1.131164074,0.08928181660751185,1.006361246,0.061978111877301074,0.1476658583,8.63605468562496,14.50712395,3.423294107290928,9.412350655,0.6284775539198935,5.901864052,-4.2439932158439815,-3.952002764,5.0,9.0,51.0,66.0,80.31372549019608,248.2424316,
afmv2_06e9a8457ab9,6058,6,2.1524685371011194,2.1524685371011194,0.0,0.0,0.3715786933898926,-0.9980788230895996,0.9949381947517395,0.3715786746323206,5.841896534,0.299521937878075,4.556092739,1.6815491569042207,27.66728783,0.126352960126572,1.131164074,0.08344294470596238,1.006361246,0.15414868549317617,0.1476658583,8.515887478708773,14.50712395,2.983451016420197,9.412350655,0.5663554587915252,5.901864052,-4.267661451139724,-3.952002764,5.0,9.0,50.0,66.0,81.92,248.2424316,
afmv2_06e9a8457ab9,6058,7,2.0817091572115047,2.0817091572115047,0.0,0.0,0.37315770983695984,-0.9997733235359192,0.987248957157135,0.3731577112883019,5.841896534,0.2974698690998035,4.556092739,1.6907886415719986,27.66728783,0.13144449260340096,1.131164074,0.0886810301637427,1.006361246,0.13820305350779377,0.1476658583,8.603119625528134,14.50712395,3.322481779368341,9.412350655,0.6798912496206175,5.901864052,-4.135464214465588,-3.952002764,5.0,9.0,59.0,66.0,69.42372881355932,248.2424316,1
afmv2_06e9a8457ab9,6058,8,2.207915868594338,2.207915868594338,0.0,0.0,0.3662995398044586,-0.9984207153320312,0.9754504561424255,0.36629955317425167,5.841896534,0.29303437354892714,4.556092739,1.6596570247411728,27.66728783,0.12844718674306316,1.131164074,0.08772487665477244,1.006361246,0.08265730097489832,0.1476658583,8.496418210525414,14.50712395,2.847695049763276,9.412350655,0.5394094551282385,5.901864052,-4.287184224656691,-3.952002764,5.0,9.0,58.0,66.0,70.62068965517241,248.2424316,
afmv2_06e9a8457ab9,6058,9,2.1009937713308036,2.1009937713308036,0.0,0.0,0.37795141339302063,-0.9922652840614319,0.9976573586463928,0.37795142242319574,5.841896534,0.3035618893646185,4.556092739,1.6584043955802918,27.66728783,0.13106054131830397,1.131164074,0.08700352416224769,1.006361246,0.14344233878009968,0.1476658583,8.594107882168084,14.50712395,3.3264168091344897,9.412350655,0.6207197939506699,5.901864052,-4.2089495736912825,-3.952002764,5.0,9.0,51.0,66.0,80.31372549019608,248.2424316,3
