method,growth_group_count,median_cross_validation_fold,mean_cross_validation_fold,median_island_feature_mae_z,mean_island_feature_mae_z,median_island_feature_rmse_z,mean_island_feature_rmse_z,median_afm_prior_mahalanobis,mean_afm_prior_mahalanobis,median_held_real_afm_prior_mahalanobis,mean_held_real_afm_prior_mahalanobis,median_afm_likeness_percentile,mean_afm_likeness_percentile,median_held_real_likeness_percentile,mean_held_real_likeness_percentile,median_boundary_ratio_q70_absolute_error,mean_boundary_ratio_q70_absolute_error,median_median_area_q70_log_absolute_error,mean_median_area_q70_log_absolute_error,median_component_count_q70_log_absolute_error,mean_component_count_q70_log_absolute_error,median_generated__log_component_count_q55,mean_generated__log_component_count_q55,median_true__log_component_count_q55,mean_true__log_component_count_q55,median_generated__log_component_count_q70,mean_generated__log_component_count_q70,median_true__log_component_count_q70,mean_true__log_component_count_q70,median_generated__log_component_count_q82,mean_generated__log_component_count_q82,median_true__log_component_count_q82,mean_true__log_component_count_q82,median_generated__log_median_area_q55,mean_generated__log_median_area_q55,median_true__log_median_area_q55,mean_true__log_median_area_q55,median_generated__log_median_area_q70,mean_generated__log_median_area_q70,median_true__log_median_area_q70,mean_true__log_median_area_q70,median_generated__log_median_area_q82,mean_generated__log_median_area_q82,median_true__log_median_area_q82,mean_true__log_median_area_q82,median_generated__median_solidity_q70,mean_generated__median_solidity_q70,median_true__median_solidity_q70,mean_true__median_solidity_q70,median_generated__median_eccentricity_q70,mean_generated__median_eccentricity_q70,median_true__median_eccentricity_q70,mean_true__median_eccentricity_q70,median_generated__boundary_gradient_ratio_q55,mean_generated__boundary_gradient_ratio_q55,median_true__boundary_gradient_ratio_q55,mean_true__boundary_gradient_ratio_q55,median_generated__boundary_gradient_ratio_q70,mean_generated__boundary_gradient_ratio_q70,median_true__boundary_gradient_ratio_q70,mean_true__boundary_gradient_ratio_q70,median_generated__boundary_gradient_ratio_q82,mean_generated__boundary_gradient_ratio_q82,median_true__boundary_gradient_ratio_q82,mean_true__boundary_gradient_ratio_q82,median_generated__log_valley_component_count_q18,mean_generated__log_valley_component_count_q18,median_true__log_valley_component_count_q18,mean_true__log_valley_component_count_q18,median_generated__log_valley_median_area_q18,mean_generated__log_valley_median_area_q18,median_true__log_valley_median_area_q18,mean_true__log_valley_median_area_q18,median_generated__gradient_p90,mean_generated__gradient_p90,median_true__gradient_p90,mean_true__gradient_p90,median_generated__laplacian_rms,mean_generated__laplacian_rms,median_true__laplacian_rms,mean_true__laplacian_rms,median_generated__flat_fraction,mean_generated__flat_fraction,median_true__flat_fraction,mean_true__flat_fraction
M10_dense_island_spectral_pareto,3,1.0,1.0,0.8781215675415561,0.8987112852372791,1.0089179825413641,1.0713410644736125,3.478573666859918,3.2635860668125605,2.57329419209445,3.1182124686555546,21.73913043478261,27.53623188405797,47.82608695652174,49.275362318840585,0.17033058404922485,0.18670513232549033,1.2266380529506975,1.1068509860184652,0.3198292478044795,0.28716880636309067,2.1972245773362196,2.208968767304088,2.3978952727983707,2.2762373572138945,2.80473589759248,2.681267414033339,2.8903717578961645,2.75521672186011,2.888826161611328,2.8947224681249364,2.833213344056216,2.9036497086119515,3.402584345103518,3.382017622390576,4.543294782270004,4.515700956245724,3.4692634688244457,3.515164936178538,4.634728988229636,4.622015922197003,3.8044353145956293,3.7994422833388306,4.204692619390966,4.201783998183751,0.9073756432246998,0.9053115739671442,0.875,0.8762837256886624,0.8116331686603079,0.7980382793704002,0.8168899108266634,0.8222009616647702,1.4620064496994019,1.4428823788960774,1.3746683597564697,1.3890536228815715,1.3708930611610413,1.4029427965482075,1.2971354722976685,1.296674648920695,1.3493489027023315,1.342857817808787,1.1882182359695435,1.2134452660878499,2.9444389791664403,2.9143574286228096,3.6109179126442243,3.295853800661956,3.8770263195178787,3.711247286171153,3.817712325956905,3.9459394732392212,0.4425123333930969,0.44383961459000904,0.5702724456787109,0.5724854469299316,0.17852632701396942,0.1812301700313886,0.2374238669872284,0.236506978670756,0.115142822265625,0.11572265625,0.16900634765625,0.18162027994791666
M12a_edge_preserving_terrace,3,1.0,1.0,1.3981072875928937,1.2325744967168595,1.9557819667347967,1.7827194198988607,7.157201288961125,6.918176835533475,2.57329419209445,3.1182124686555546,8.695652173913043,10.144927536231885,47.82608695652174,49.275362318840585,0.4890260696411133,0.45169951518376666,0.5946102801212847,0.7040708725456706,0.18454873196864474,0.1940872489362754,2.1383330595080277,2.091752175300094,2.3978952727983707,2.2762373572138945,2.5249280036247685,2.5611294729238345,2.8903717578961645,2.75521672186011,2.736135336835737,2.6928193806817102,2.833213344056216,2.9036497086119515,3.4292825173956825,3.544167053748325,4.543294782270004,4.515700956245724,4.040118708108351,3.9179450496513333,4.634728988229636,4.622015922197003,3.9843328502331175,3.990158961825258,4.204692619390966,4.201783998183751,0.9230158730158731,0.9108922451288807,0.875,0.8762837256886624,0.7509301458528225,0.7720820621983902,0.8168899108266634,0.8222009616647702,1.830028235912323,1.8291103045145671,1.3746683597564697,1.3890536228815715,1.7709205150604248,1.7483741641044617,1.2971354722976685,1.296674648920695,1.514180600643158,1.5297944943110149,1.1882182359695435,1.2134452660878499,2.6390573296152584,2.7176470411972224,3.6109179126442243,3.295853800661956,3.9559368606109064,3.9174510885876774,3.817712325956905,3.9459394732392212,0.46278755366802216,0.45707012712955475,0.5702724456787109,0.5724854469299316,0.16833927482366562,0.1685762256383896,0.2374238669872284,0.236506978670756,0.2119140625,0.21537272135416666,0.16900634765625,0.18162027994791666
