variant,split,row_count,descriptor_mse,descriptor_mae,descriptor_rmse,descriptor_r2,descriptor_spearman,prototype_accuracy,prototype_macro_f1,beats_mean_condition_mse
shuffled_label_negative_control,val,5,1.1034562587738037,0.7824634313583374,1.0504552626236892,-0.3349344730377197,0.09999999999999999,0.6,0.1875,True
