prior,row_id,candidate_index,scale_nm_per_unit,offset_nm,clamped,calibration_error,target_rq,before_rq,after_rq,target_ra,before_ra,after_ra,target_robust_range,before_robust_range,after_robust_range,rank
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,0,9.491552391593633,0.0,False,0.27330544549075414,4.635928406,0.6250092831748583,5.932308332045881,3.513551951,0.5492292814196169,5.213038478512175,19.88666971,1.9766421222686767,18.761402206420897,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,1,9.481222028374939,0.0,False,0.27511837492823504,4.635928406,0.6268359616363589,5.9431710036380405,3.513551951,0.5507805449416996,5.222072702724178,19.88666971,1.9776959025859833,18.750973873138427,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,2,9.507845413673497,0.0,False,0.27792987209574277,4.635928406,0.6276859087128999,5.967940882487814,3.513551951,0.5500446668330492,5.229739920006162,19.88666971,1.9702560412883758,18.732891263961793,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,3,9.444356854867266,0.0,False,0.2831776186827933,4.635928406,0.6341413218780114,5.989056979140569,3.513551951,0.5573773244569323,5.264070389643017,19.88666971,1.9805162453651428,18.704702167510987,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,4,9.510840302897021,0.0,False,0.28711124801963855,4.635928406,0.6315899902999782,6.006951604179686,3.513551951,0.5560096238755465,5.288118801106341,19.88666971,1.9643792802095414,18.682897872924805,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,5,9.46858155604832,0.0,False,0.2795192554405764,4.635928406,0.6306184995204307,5.9710624715374685,3.513551951,0.553700500728726,5.242758153526327,19.88666971,1.9776081079244614,18.725142345428466,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,6,9.458912841760664,0.0,False,0.27959766851849793,4.635928406,0.6311103255438093,5.969617566677174,3.513551951,0.5544694104510335,5.244677830524062,19.88666971,1.979628267288208,18.72513138771057,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,7,9.441636045550958,0.0,False,0.2907555892743288,4.635928406,0.6393523869506678,6.036532568782704,3.513551951,0.5613407045359795,5.2999746529073875,19.88666971,1.9762965977191924,18.659473447799684,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,8,9.517367681047762,0.0,False,0.27276209065077966,4.635928406,0.6229031740333659,5.928398335982548,3.513551951,0.5475097739904525,5.2108516516767995,19.88666971,1.9716238367557526,18.764668693542482,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,9,9.447825030203026,0.0,False,0.28904167352682486,4.635928406,0.636400608731161,6.012601856773474,3.513551951,0.561231002002611,5.302412534664402,19.88666971,1.976419784426689,18.6728688621521,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,10,9.471829680208318,0.0,False,0.2767495339650968,4.635928406,0.6301125765419671,5.968318832170207,3.513551951,0.5508876319579139,5.217913673090901,19.88666971,1.9782867324352265,18.737995090484617,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,11,9.510731980151016,0.0,False,0.2772813347060629,4.635928406,0.62561377113409,5.950044723010038,3.513551951,0.550714892947607,5.237701588409903,19.88666971,1.9703927993774415,18.739877099990846,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,12,9.478519413764529,0.0,False,0.2947959719804287,4.635928406,0.6365461106535546,6.033514683890286,3.513551951,0.5635610740964967,5.341724595980434,19.88666971,1.9667399936914443,18.64178267478943,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,13,9.471978300486775,0.0,False,0.2795319524731076,4.635928406,0.6307770766013101,5.974706710321074,3.513551951,0.5532076450024308,5.239970746824806,19.88666971,1.9768036288022994,18.72424077987671,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,14,9.490073382744873,0.0,False,0.2827623983865944,4.635928406,0.6307530078294185,5.98589221481149,3.513551951,0.5545320205535738,5.262549466298461,19.88666971,1.9712482845783235,18.707289962768556,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,15,9.463767682520103,0.0,False,0.2891215987486345,4.635928406,0.6348706891028104,6.008268912943258,3.513551951,0.5607336908747688,5.306653561674555,19.88666971,1.9731588190793992,18.67351773262024,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,16,9.452579845904397,0.0,False,0.28960904299439016,4.635928406,0.6362231783595769,6.013950170683705,3.513551951,0.5614194101491244,5.306861605339796,19.88666971,1.9751206314563752,18.669985132217406,4
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,17,9.497986947394578,0.0,False,0.2796845337882486,4.635928406,0.6293608132705563,5.9776606903497145,3.513551951,0.5516010357985723,5.2390993516003705,19.88666971,1.971246955394745,18.72287733078003,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,18,9.504293521063802,0.0,False,0.2559655711152397,4.635928406,0.6145127006017271,5.8405090306695895,3.513551951,0.5383511264946348,5.116647081019288,19.88666971,1.984001732468605,18.856534872055054,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,19,9.437042795155822,0.0,False,0.2859929308683054,4.635928406,0.6364580414707252,6.006282027976036,3.513551951,0.5592592879816474,5.2777540568998695,19.88666971,1.9802897673845292,18.688080062866213,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,20,9.435579756868654,0.0,False,0.28534600622247513,4.635928406,0.6374160606377791,6.014389787479588,3.513551951,0.5579905101904303,5.264963707669079,19.88666971,1.9807010781764984,18.689062070846557,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,21,9.469050146326415,0.0,False,0.29311192689759064,4.635928406,0.6367442653833775,6.029363547445726,3.513551951,0.5627441163617597,5.328652405961752,19.88666971,1.9696227580308914,18.650457286834715,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,22,9.44740401194624,0.0,False,0.2864284164910918,4.635928406,0.6364648586832858,6.01294059287897,3.513551951,0.5585318128694134,5.276675631004553,19.88666971,1.9777452886104583,18.6845582485199,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,23,9.522388759680279,0.0,False,0.2590161730010002,4.635928406,0.6185803228994712,5.89036212824125,3.513551951,0.5362894718376588,5.1067566774110915,19.88666971,1.9776982319355012,18.832410402297974,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,24,9.419252781321681,0.0,False,0.29871905108620417,4.635928406,0.6421846518078882,6.048899320114083,3.513551951,0.5698529987974057,5.367589224108427,19.88666971,1.9768151986598967,18.620120515823366,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,25,9.492723900899426,0.0,False,0.27952715672053513,4.635928406,0.6292892485444067,5.973668814270535,3.513551951,0.5520810743008612,5.240752967664907,19.88666971,1.972511134147644,18.72450201034546,1
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,26,9.503923571793788,0.0,False,0.2580417129806413,4.635928406,0.6185088230283043,5.878260485202675,3.513551951,0.5373436889972996,5.106873267726584,19.88666971,1.9822649604082105,18.839294366836548,2
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,27,9.476479125905886,0.0,False,0.286068058145782,4.635928406,0.6335915919360986,6.004217750469289,3.513551951,0.5571833266320174,5.2801363884100505,19.88666971,1.9720642936229706,18.688226842880248,3
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,28,9.4769201410986,0.0,False,0.2736559538000609,4.635928406,0.6261325312163816,5.933807985459347,3.513551951,0.5503122303109121,5.2152650501246995,19.88666971,1.979496060013771,18.759526290893554,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,29,9.444147237929444,0.0,False,0.28539070597541494,4.635928406,0.6351063356043679,5.998037663712756,3.513551951,0.558914673557064,5.278472398779993,19.88666971,1.979290309548378,18.692708892822267,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,30,9.52678305514185,0.0,False,0.2759140152649194,4.635928406,0.6260162525459498,5.96392098419546,3.513551951,0.5472223925433801,5.21326897978345,19.88666971,1.9673679494857788,18.7426878452301,
v4_calibrated_v2_predicted,afm_00012_ea2686bd44,31,9.42732167789389,0.0,False,0.29297026130415865,4.635928406,0.6398732099018956,6.032290424048575,3.513551951,0.5648405637329985,5.324933551487639,19.88666971,1.9783366483449936,18.65041575431824,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,0,12.025011821655667,0.0,False,0.025632197357635108,4.635928406,0.3617689288609525,4.35027571731203,3.513551951,0.2891350266992344,3.476852170231841,19.88666971,1.6617701584100724,19.98280655860901,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,1,11.757672511320358,0.0,False,0.024644859589967413,4.635928406,0.3686241683017298,4.334162175255812,3.513551951,0.2976356804484195,3.4995027982302527,19.88666971,1.6995695990324022,19.982982301712035,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,2,11.666381959279894,0.0,False,0.02165059901198994,4.635928406,0.37835563478701795,4.4140413043784985,3.513551951,0.3054062483067895,3.56298590733915,19.88666971,1.7097608757019043,19.946723299026488,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,3,11.806842567641455,0.0,False,0.02117443020569511,4.635928406,0.3704515120568796,4.373862768115869,3.513551951,0.29676096296559096,3.503810039542339,19.88666971,1.6914444053173066,19.970618410110475,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,4,11.845799445183415,0.0,False,0.022917903232541087,4.635928406,0.3703527935906964,4.387124916035418,3.513551951,0.30003983268233275,3.5542116829414754,19.88666971,1.6846925622224806,19.95652989387512,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,5,11.61678627718966,0.0,False,0.02410863054482371,4.635928406,0.39324613491658517,4.5682561929247285,3.513551951,0.3196058881584741,3.7127932062556894,19.88666971,1.7101411801576614,19.8663445854187,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,6,12.067213988933883,0.0,False,0.020997137210133382,4.635928406,0.3659283228388484,4.415735382339989,3.513551951,0.29478745504675147,3.557263306647017,19.88666971,1.6530240666866303,19.947394685745238,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,7,11.991569040157831,0.0,False,0.020958094758473936,4.635928406,0.3661855664174859,4.391139323905354,3.513551951,0.29124589866524253,3.4924951609065644,19.88666971,1.6651516860723496,19.96778070449829,3
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,8,12.219987544923047,0.0,False,0.018965875928783956,4.635928406,0.3593333355119544,4.391048999551354,3.513551951,0.28746769664941413,3.5128517647288593,19.88666971,1.6336968815326691,19.96375562667847,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,9,12.201838734503234,0.0,False,0.019143704324394314,4.635928406,0.37135510658503007,4.531215034941823,3.513551951,0.29785807515500834,3.634416127325549,19.88666971,1.630533432364464,19.89550591468811,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,10,12.571900082279873,0.0,False,0.021826896049381397,4.635928406,0.3602903613356441,4.529534526545118,3.513551951,0.29131674819613396,3.662405134231737,19.88666971,1.5820964348316193,19.889958801269533,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,11,11.808198007825231,0.0,False,0.02058155018321466,4.635928406,0.3724613493961634,4.398097351780075,3.513551951,0.29961267243786366,3.5378857522882923,19.88666971,1.6900645262002945,19.95661594390869,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,12,12.345954435991688,0.0,False,0.021707574978887725,4.635928406,0.37085854067169377,4.5786028150860085,3.513551951,0.29932242031745193,3.6954210997067936,19.88666971,1.609181483387947,19.866881885528564,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,13,11.901311366572632,0.0,False,0.021056583505235232,4.635928406,0.3780773995303001,4.499616686953607,3.513551951,0.30489514506554344,3.628651921151563,19.88666971,1.6726482552289963,19.906706714630126,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,14,12.199632728021458,0.0,False,0.021204101928824635,4.635928406,0.35775532672273735,4.3644835622574,3.513551951,0.28824316396333927,3.516460712453044,19.88666971,1.6370026057958602,19.97083035469055,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,15,11.738390051013281,0.0,False,0.022111381907423466,4.635928406,0.37503778765808,4.402339806252723,3.513551951,0.30312355149287107,3.5581824570739897,19.88666971,1.6996543115377427,19.95120535850525,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,16,11.942068641241617,0.0,False,0.027022627653785714,4.635928406,0.3637142143457267,4.343500264057139,3.513551951,0.2904004940381949,3.4679827534038035,19.88666971,1.6736207181215286,19.986494274139403,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,17,11.741065763570855,0.0,False,0.03118867889842174,4.635928406,0.3680396132717484,4.321177380264011,3.513551951,0.2932418089836936,3.442971426071781,19.88666971,1.7032285279035568,19.997718935012816,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,18,11.798283786359608,0.0,False,0.021357843414249723,4.635928406,0.37504954984754996,4.4249409449006105,3.513551951,0.30249798939394373,3.5689570608674472,19.88666971,1.6902642279863358,19.942216844558715,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,19,11.848131678887516,0.0,False,0.02439568771510854,4.635928406,0.3666011586056095,4.343538969054269,3.513551951,0.2949590655983376,3.494713984393613,19.88666971,1.6864460653066637,19.981235551834107,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,20,12.014702204551547,0.0,False,0.01992005850313999,4.635928406,0.37360797165129345,4.488788387001849,3.513551951,0.30022004446097644,3.607054322199606,19.88666971,1.6575270485877993,19.914693832397464,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,21,12.143404748049722,0.0,False,0.023361222956838065,4.635928406,0.36408814590281413,4.421269795056107,3.513551951,0.29545166939336637,3.5877892668191422,19.88666971,1.6419941782951355,19.93940031051636,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,22,11.846450592962118,0.0,False,0.024653117330388732,4.635928406,0.37939100214353183,4.494436844419556,3.513551951,0.3092649268935028,3.663691742395205,19.88666971,1.6798897063732148,19.900731019973755,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,23,11.937365062460112,0.0,False,0.020613719238160615,4.635928406,0.37516959397848326,4.478536578156765,3.513551951,0.3020762279918237,3.6059943506666285,19.88666971,1.668550717830658,19.91810004234314,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,24,11.734685487992088,0.0,False,0.027225010700344995,4.635928406,0.36830524886961274,4.321946409888667,3.513551951,0.2967923899170576,3.482765472518347,19.88666971,1.703478034734726,19.989779262542726,2
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,25,11.839204362599775,0.0,False,0.022581515887606467,4.635928406,0.38293130147113896,4.533602096116931,3.513551951,0.31031886069587966,3.673928539916332,19.88666971,1.6796849739551543,19.886133766174318,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,26,11.635164032914307,0.0,False,0.06216053194903889,4.635928406,0.3548753381028046,4.129032850856647,3.513551951,0.28161426419272667,3.276628222188921,19.88666971,1.7257822448015214,20.079759674072264,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,27,12.006893222976583,0.0,False,0.02091687301686597,4.635928406,0.3732162094197175,4.481167151614284,3.513551951,0.3007885060124644,3.611535455339799,19.88666971,1.6587228786945345,19.916107931137084,4
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,28,12.35832811634306,0.0,False,0.022012107708942626,4.635928406,0.36436648054337784,4.502960428819598,3.513551951,0.2946959532074571,3.64194920982869,19.88666971,1.6104763317108155,19.902794370651247,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,29,11.761995934564307,0.0,False,0.022064590257845976,4.635928406,0.37608082581268293,4.423461269676545,3.513551951,0.3039827762698687,3.575444281355975,19.88666971,1.6954024106264116,19.94131642341614,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,30,11.73010805281141,0.0,False,0.024939796782686156,4.635928406,0.3849110047228253,4.515047754353258,3.513551951,0.31408733658054494,3.684278460671657,19.88666971,1.6956133615970612,19.889727993011476,
v4_calibrated_v3_predicted,afm_00012_ea2686bd44,31,12.21147105542835,0.0,False,0.02237865868997847,4.635928406,0.3693876538096585,4.510766476346738,3.513551951,0.2991096975082329,3.6525692791106543,19.88666971,1.6294547086954116,19.89803879737854,1
v4_calibrated_oracle,afm_00012_ea2686bd44,0,17.820322390946043,0.0,False,0.44987058784579004,7.461155751,0.6364920764123643,11.342493776356017,5.683751837,0.5573789779528329,9.932672883982475,38.45360113,1.9812308222055435,35.306171379089356,2
v4_calibrated_oracle,afm_00012_ea2686bd44,1,17.905946761977848,0.0,False,0.4460508165081629,7.461155751,0.6311840457243518,11.30194790030685,5.683751837,0.5531432239760989,9.904553103398502,38.45360113,1.974070988893509,35.34761106491089,4
v4_calibrated_oracle,afm_00012_ea2686bd44,2,17.832092262935593,0.0,False,0.45011949464716117,7.461155751,0.6332878846381172,11.292848004661764,5.683751837,0.5594639991600836,9.976413664724317,38.45360113,1.980559543967247,35.31752056121826,1
v4_calibrated_oracle,afm_00012_ea2686bd44,3,17.815774976527635,0.0,False,0.45316744243529633,7.461155751,0.636410608751955,11.338148157158642,5.683751837,0.5606524668450888,9.988458154078362,38.45360113,1.9803160279989243,35.28086395263672,3
v4_mean_condition,afm_00012_ea2686bd44,0,9.220142024388764,0.0,False,0.31827670997806673,4.184250401,0.6206277044720108,5.722275791267443,3.292603032,0.5440718496121766,5.0164199105573175,19.40187733,1.970221892595291,18.165726222991943,1
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,0,9.301744578532915,0.0,False,0.3082830410360361,4.349701443,0.626928092628954,5.831524913877809,3.355345241,0.5486575850401503,5.103472652809922,19.51504569,1.9654492080211639,18.28210675239563,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,1,9.272581883701694,0.0,False,0.3002656497438847,4.349701443,0.624363785158902,5.789464429785357,3.355345241,0.5459961810163582,5.062794389835192,19.51504569,1.9763849031925202,18.326191482543948,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,2,9.21589732474867,0.0,False,0.322645455610427,4.349701443,0.6391866964924926,5.890679118845864,3.355345241,0.563072219455577,5.189215894539299,19.51504569,1.9754283970594406,18.20534589767456,3
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,3,9.271067476765097,0.0,False,0.31973205560140006,4.349701443,0.6341618126185289,5.879357047856604,3.355345241,0.5577892373868258,5.171301738492785,19.51504569,1.9653532880544664,18.220923900604248,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,4,9.255251099919773,0.0,False,0.31724658560557334,4.349701443,0.6335635727966257,5.863789845756823,3.355345241,0.5576087480620003,5.160808883490965,19.51504569,1.9702940827608109,18.23556587219238,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,5,9.211466939778353,0.0,False,0.32066705098886483,4.349701443,0.6363232892100155,5.861470845316068,3.355345241,0.5639208072441235,5.194537787263788,19.51504569,1.9780868482589722,18.22108090400696,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,6,9.23578095941339,0.0,False,0.31481467786552525,4.349701443,0.6338926847292806,5.8544938335361305,3.355345241,0.5571491248715006,5.145707143295359,19.51504569,1.9758375900983811,18.24840211868286,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,7,9.252336928419636,0.0,False,0.3084086892406899,4.349701443,0.6311681090594492,5.839779737243242,3.355345241,0.5509889904079506,5.097935550310002,19.51504569,1.9756719744205475,18.279581756591796,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,8,9.274466268724568,0.0,False,0.2945765094138745,4.349701443,0.6199390673515858,5.749604123248241,3.355345241,0.5436412176525092,5.0419822702643815,19.51504569,1.9795621997117996,18.359383201599123,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,9,9.239993706066263,0.0,False,0.32311098123385606,4.349701443,0.6377318516613356,5.892638514838867,3.355345241,0.5619002397117538,5.191954871883576,19.51504569,1.9700026136636732,18.202812700271608,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,10,9.252831355351114,0.0,False,0.30872175644736205,4.349701443,0.6295018777379865,5.824674775299073,3.355345241,0.5526016903443121,5.113130303028186,19.51504569,1.9758123642206193,18.281858701705932,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,11,9.2854764573014,0.0,False,0.3062991562961143,4.349701443,0.6258310984123762,5.811140075866591,3.355345241,0.5494087121463742,5.101521788468553,19.51504569,1.9703295814990998,18.29545002937317,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,12,9.22816267852516,0.0,False,0.3196763946608982,4.349701443,0.6367118342921352,5.875680440508764,3.355345241,0.5606502869631598,5.173772101831148,19.51504569,1.974613524675369,18.222055282592773,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,13,9.262853288488484,0.0,False,0.3110605026506276,4.349701443,0.631172087630463,5.846454657544364,3.355345241,0.5524480805331528,5.117245703696986,19.51504569,1.9720259094238282,18.266588087081907,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,14,9.24681171392576,0.0,False,0.30747321358024254,4.349701443,0.6301090932065837,5.826500240010212,3.355345241,0.5515414403538508,5.099999935515466,19.51504569,1.9776304638385773,18.28677719116211,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,15,9.268593484761285,0.0,False,0.29148577234907985,4.349701443,0.621374381148317,5.759266733044974,3.355345241,0.540021182785436,5.005236982937621,19.51504569,1.9819584387540816,18.36996786117554,2
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,16,9.211083409710051,0.0,False,0.3194129142447149,4.349701443,0.6382507448380407,5.878980848971456,3.355345241,0.5611322368187867,5.168635839142896,19.51504569,1.97831398665905,18.222415094375613,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,17,9.199252996168754,0.0,False,0.31868113935186265,4.349701443,0.6379323358907185,5.86850100833412,3.355345241,0.5620391323358198,5.1703402207617835,19.51504569,1.9814817243814469,18.228151750564578,
v4_calibrated_v2_predicted,afm_00013_d70a92b9a0,18,9.180730520992393,0.0,False,0.34036597854141365,4.349701443,0.6515438201313587,5.981648428886516,3.355345241,0.5751027613465417,5.279863644855267,19.51504569,1.9718744570016862,18.10324854850769,
